fpr,tpr
0.0,0.0
0.0,0.0008920606601248885
0.0,0.01694915254237288
0.0009082652134423251,0.01694915254237288
0.0009082652134423251,0.019625334522747548
0.0018165304268846503,0.019625334522747548
0.0018165304268846503,0.03300624442462088
0.0027247956403269754,0.03300624442462088
0.0027247956403269754,0.042818911685994644
0.0036330608537693005,0.042818911685994644
0.0036330608537693005,0.05976806422836753
0.005449591280653951,0.05976806422836753
0.005449591280653951,0.06333630686886708
0.006357856494096276,0.06333630686886708
0.006357856494096276,0.06512042818911686
0.007266121707538601,0.06512042818911686
0.007266121707538601,0.06868867082961641
0.008174386920980926,0.06868867082961641
0.008174386920980926,0.08296164139161463
0.009082652134423252,0.08296164139161463
0.009082652134423252,0.1008028545941124
0.009990917347865577,0.1008028545941124
0.009990917347865577,0.12042818911685994
0.010899182561307902,0.12042818911685994
0.010899182561307902,0.13826940231935772
0.011807447774750226,0.13826940231935772
0.011807447774750226,0.15254237288135594
0.012715712988192553,0.15254237288135594
0.012715712988192553,0.15789473684210525
0.013623978201634877,0.15789473684210525
0.013623978201634877,0.16592328278322926
0.014532243415077202,0.16592328278322926
0.014532243415077202,0.19446922390722568
0.015440508628519528,0.19446922390722568
0.015440508628519528,0.19536128456735058
0.01634877384196185,0.19536128456735058
0.01634877384196185,0.19803746654772525
0.01725703905540418,0.19803746654772525
0.01725703905540418,0.19892952720785012
0.018165304268846504,0.19892952720785012
0.018165304268846504,0.20071364852809992
0.01907356948228883,0.20071364852809992
0.01907356948228883,0.20517395182872436
0.019981834695731154,0.20517395182872436
0.019981834695731154,0.21052631578947367
0.02089009990917348,0.21052631578947367
0.02089009990917348,0.2247992863514719
0.021798365122615803,0.2247992863514719
0.021798365122615803,0.2256913470115968
0.022706630336058128,0.2256913470115968
0.022706630336058128,0.22747546833184656
0.023614895549500452,0.22747546833184656
0.023614895549500452,0.23728813559322035
0.02452316076294278,0.23728813559322035
0.02452316076294278,0.24264049955396966
0.025431425976385105,0.24264049955396966
0.025431425976385105,0.25066904549509367
0.02633969118982743,0.25066904549509367
0.02633969118982743,0.25245316681534347
0.027247956403269755,0.25245316681534347
0.027247956403269755,0.2586975914362177
0.02815622161671208,0.2586975914362177
0.02815622161671208,0.27029438001784123
0.029064486830154404,0.27029438001784123
0.029064486830154404,0.28278322925958965
0.02997275204359673,0.28278322925958965
0.02997275204359673,0.29170383586083853
0.030881017257039057,0.29170383586083853
0.030881017257039057,0.29794826048171275
0.03178928247048138,0.29794826048171275
0.03178928247048138,0.3068688670829616
0.0326975476839237,0.3068688670829616
0.0326975476839237,0.31400535236396077
0.03360581289736603,0.31400535236396077
0.03360581289736603,0.3264942016057092
0.03451407811080836,0.3264942016057092
0.03451407811080836,0.328278322925959
0.035422343324250684,0.328278322925959
0.035422343324250684,0.33987511150758254
0.03633060853769301,0.33987511150758254
0.03633060853769301,0.34255129348795715
0.03723887375113533,0.34255129348795715
0.03723887375113533,0.3496877787689563
0.03814713896457766,0.3496877787689563
0.03814713896457766,0.35236396074933096
0.03905540417801998,0.35236396074933096
0.03905540417801998,0.35325602140945583
0.03996366939146231,0.35325602140945583
0.03996366939146231,0.3559322033898305
0.04087193460490463,0.3559322033898305
0.04087193460490463,0.3639607493309545
0.04178019981834696,0.3639607493309545
0.04178019981834696,0.3809099018733274
0.043596730245231606,0.3809099018733274
0.043596730245231606,0.3862622658340767
0.04450499545867393,0.3862622658340767
0.04450499545867393,0.39161462979482603
0.045413260672116255,0.39161462979482603
0.045413260672116255,0.39785905441570024
0.04632152588555858,0.39785905441570024
0.04632152588555858,0.4085637823371989
0.047229791099000905,0.4085637823371989
0.047229791099000905,0.41659232827832293
0.048138056312443236,0.41659232827832293
0.048138056312443236,0.42105263157894735
0.04904632152588556,0.42105263157894735
0.04904632152588556,0.4326494201605709
0.049954586739327886,0.4326494201605709
0.049954586739327886,0.4424620874219447
0.05086285195277021,0.4424620874219447
0.05086285195277021,0.44781445138269405
0.05267938237965486,0.44781445138269405
0.05267938237965486,0.45405887600356826
0.053587647593097185,0.45405887600356826
0.053587647593097185,0.4656556645851918
0.05449591280653951,0.4656556645851918
0.05449591280653951,0.46922390722569135
0.055404178019981834,0.46922390722569135
0.055404178019981834,0.4727921498661909
0.05631244323342416,0.4727921498661909
0.05631244323342416,0.49241748438893845
0.05722070844686648,0.49241748438893845
0.05722070844686648,0.49955396966993754
0.05812897366030881,0.49955396966993754
0.05812897366030881,0.5013380909901873
0.05903723887375113,0.5013380909901873
0.05903723887375113,0.5031222123104371
0.05994550408719346,0.5031222123104371
