fpr,tpr
0.0,0.0
0.0,0.00016553550736633007
0.0,0.0031451746399602716
0.00016526194017517766,0.0031451746399602716
0.00016526194017517766,0.012249627545108426
0.0003305238803503553,0.012249627545108426
0.0003305238803503553,0.01853997682502897
0.0004957858205255329,0.01853997682502897
0.0004957858205255329,0.01887104783976163
0.0006610477607007106,0.01887104783976163
0.0006610477607007106,0.01936765436186062
0.0008263097008758883,0.01936765436186062
0.0008263097008758883,0.027644429730177122
0.0009915716410510659,0.027644429730177122
0.0009915716410510659,0.027975500744909784
0.0011568335812262437,0.027975500744909784
0.0011568335812262437,0.03194835292170171
0.0013220955214014213,0.03194835292170171
0.0013220955214014213,0.036914418142691606
0.001487357461576599,0.036914418142691606
0.001487357461576599,0.0390663797384539
0.0016526194017517765,0.0390663797384539
0.0016526194017517765,0.04436351597417646
0.0018178813419269541,0.04436351597417646
0.0018178813419269541,0.04717761959940407
0.0019831432821021317,0.04717761959940407
0.0019831432821021317,0.049329581195166367
0.0021484052222773093,0.049329581195166367
0.0021484052222773093,0.05098493626882966
0.0023136671624524874,0.05098493626882966
0.0023136671624524874,0.05479225293825526
0.002478929102627665,0.05479225293825526
0.002478929102627665,0.05793742757821553
0.0026441910428028426,0.05793742757821553
0.0026441910428028426,0.05909617612977984
0.00280945298297802,0.05909617612977984
0.00280945298297802,0.06058599569607681
0.002974714923153198,0.06058599569607681
0.002974714923153198,0.06323456381393809
0.0031399768633283754,0.06323456381393809
0.0031399768633283754,0.06455884787286872
0.003305238803503553,0.06455884787286872
0.003305238803503553,0.0693593775864923
0.0034705007436787306,0.0693593775864923
0.0034705007436787306,0.07051812613805661
0.0036357626838539082,0.07051812613805661
0.0036357626838539082,0.07101473266015561
0.0038010246240290863,0.07101473266015561
0.0038010246240290863,0.07515312034431386
0.0039662865642042635,0.07515312034431386
0.0039662865642042635,0.07548419135904652
0.0041315485043794415,0.07548419135904652
0.0041315485043794415,0.07581526237377918
0.004296810444554619,0.07581526237377918
0.004296810444554619,0.07747061744744248
0.004462072384729797,0.07747061744744248
0.004462072384729797,0.07945704353583843
0.004627334324904975,0.07945704353583843
0.004627334324904975,0.08458864426419467
